4,0
5,0
6,0
7,0
8,13.73
9,96.17
10,186.84
11,238.8
12,260.85
13,232.27
14,165.92
15,74.83
16,5.55
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,16.3
9,104.8
10,192.83
11,249.6
12,268.45
13,242.05
14,177.17
15,84.23
16,7.2
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,17.83
9,105.95
10,191.35
11,245.17
12,257.77
13,222.85
14,155.52
15,70.38
16,6.48
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,18.2
9,110.8
10,206.52
11,247.07
12,294.65
13,269.88
14,201.9
15,102.25
16,11.12
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,25.25
9,127.62
10,219.88
11,277.12
12,283.2
13,254.17
14,187.3
15,92.7
16,10.33
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,26.23
9,129.25
10,223.38
11,284.35
12,305.08
13,279.6
14,210.9
15,110.83
16,14.45
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,26.48
9,124.52
10,216.9
11,259.8
12,298.15
13,267.45
14,198.33
15,102.48
16,13.25
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,28.1
9,130.58
10,224.9
11,286.02
12,284.8
13,267.77
14,203.35
15,107.62
16,15.02
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,23.4
9,109.25
10,195.25
11,253.98
12,291.02
13,266.33
14,199.1
15,102.1
16,15.08
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,27.98
9,117.12
10,200.08
11,252.38
12,264.52
13,239.98
14,181.8
15,96.38
16,15.67
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,35.33
9,138.65
10,232.52
11,293.75
12,316.67
13,291.23
14,223.65
15,123.95
16,22.1
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,37.83
9,141.85
10,236.2
11,296.45
12,326.8
13,293.05
14,217.9
15,117.17
16,22.02
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,45.9
9,157.17
10,255.15
11,317.15
12,325.73
13,305.95
14,238.73
15,138.8
16,29.52
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,51.88
9,165.77
10,263.85
11,325.45
12,345.9
13,318.6
14,249.55
15,146
16,33.05
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,58.77
9,173.83
10,271.83
11,332.77
12,331.42
13,307.92
14,242.23
15,140.5
16,32.12
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,54.05
9,161.4
10,259.3
11,322.88
12,339.9
13,316.38
14,247.62
15,145.8
16,36.75
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,62.33
9,175.9
10,273.98
11,335.83
12,347.23
13,319.1
14,252.1
15,153
16,41.92
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,73.83
9,189.6
10,288.52
11,349.75
12,363.95
13,337.67
14,268.65
15,164.45
16,47.38
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,83.75
9,202.35
10,303
11,366.5
12,386.05
13,359.2
14,289.52
15,182.62
16,58.5
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,89.6
9,84.33
10,307.65
11,371.1
12,390.1
13,363.65
14,291.95
15,185.17
16,61.77
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,98.12
9,146.08
10,326.58
11,391.65
12,410.95
13,382.45
14,308.9
15,192
16,67.17
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,4.48
8,87.98
9,209.73
10,308.35
11,369.25
12,359.67
13,334.62
14,266.45
15,165.85
16,54.8
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,4.1
8,73.9
9,184.33
10,278.27
11,337.38
12,360.25
13,330.45
14,262.98
15,162.77
16,56.35
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,4.35
8,64.98
9,167.98
10,265.45
11,327.05
12,347.75
13,320.23
14,257.88
15,162.88
16,61.73
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,6.12
8,83.23
9,194.73
10,290.08
11,351.05
12,337
13,314.95
14,253.45
15,159.83
16,61.4
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,6.7
8,87.75
9,208.05
10,308.02
11,371.58
12,347.73
13,334.5
14,278.95
15,183.62
16,78.1
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,8.33
8,91.95
9,205.77
10,298.1
11,354.48
12,379.52
13,350.85
14,281.27
15,180.55
16,77.45
17,0
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,9.98
8,99.6
9,216.55
10,313.67
11,374.75
12,404.1
13,377.02
14,307.9
15,204
16,83.17
17,4.58
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,11.73
8,96.35
9,225.17
10,324.3
11,394.77
12,420.25
13,391.38
14,330.05
15,221.88
16,94.35
17,5.83
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,9.35
8,64.95
9,141.38
10,216.12
11,268.83
12,356.5
13,330.2
14,263.1
15,168.42
16,68.27
17,5.45
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,15.58
8,116.12
9,238.2
10,339.17
11,402.42
12,414.17
13,387.75
14,317.75
15,213.33
16,92.33
17,7.02
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,16.3
8,111.08
9,226.38
10,323.55
11,385.83
12,393.35
13,368.42
14,303.33
15,205.85
16,92.35
17,8.27
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,26.67
8,152.98
9,282.75
10,384
11,448.88
12,459.6
13,431.62
14,360.55
15,252.1
16,120.95
17,12.27
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,29.67
8,159.65
9,291.15
10,393.83
11,456.92
12,471.35
13,442.25
14,367.3
15,255.75
16,122.8
17,13
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,30.15
8,153.65
9,282.95
10,386.45
11,451
12,463.45
13,437.88
14,363.73
15,253.38
16,122.08
17,13.85
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,33.35
8,158.9
9,287.35
10,389.42
11,453.35
12,443.38
13,416.5
14,350.62
15,248.85
16,122.08
17,14.98
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,40.85
8,175.05
9,306.7
10,409.92
11,473.6
12,469.98
13,440.75
14,368.58
15,259.08
16,128.23
17,16.95
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,35.15
8,153
9,275.77
10,374
11,434.17
12,466.55
13,434.05
14,356.7
15,243.08
16,114.42
17,15.3
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,40.48
8,160.83
9,289.75
10,392.02
11,454.73
12,479.6
13,452.33
14,382.38
15,273.77
16,142.1
17,22.75
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,61.98
8,204.92
9,339.27
10,437.35
11,505.42
12,516.2
13,490.58
14,413.8
15,298.95
16,152.85
17,29.95
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,64.3
8,202.58
9,333.4
10,434.05
11,494.83
12,497.92
13,463.38
14,393.33
15,285.15
16,152.77
17,28.2
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,64.25
8,197.83
9,328.4
10,430.58
11,491.6
12,502
13,469.77
14,394.83
15,284.8
16,155.3
17,31.27
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,83.3
8,219.02
9,358.92
10,469.25
11,524.12
12,547.2
13,508.92
14,438.35
15,317.23
16,167.02
17,39.4
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,80.88
8,218.52
9,339.15
10,408.1
11,504.02
12,499.75
13,461.77
14,415.75
15,296.55
16,129.98
17,37.05
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,84.52
8,219.7
9,351.75
10,454
11,515.92
12,488.45
13,459.83
14,383.95
15,272.92
16,143.58
17,29.67
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,62.25
8,166.35
9,289.65
10,394.6
11,464.42
12,489.73
13,463.33
14,383.77
15,283.35
16,161.73
17,40.05
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,3.95
7,87.52
8,231.8
9,365.85
10,468.6
11,530.35
12,529.12
13,495.3
14,418.12
15,302.12
16,168.4
17,41.92
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,4.67
7,84.2
8,216.4
9,343.77
10,447.15
11,509.83
12,523.02
13,483.55
14,405.92
15,302.38
16,175.75
17,48.2
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,5.73
7,94
8,235.8
9,366.25
10,468.3
11,525.58
12,551.48
13,518.5
14,440.38
15,325.6
16,191.75
17,55.7
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,7
7,96.23
8,234.1
9,366.45
10,471.55
11,532.88
12,538.2
13,500.92
14,423.4
15,308.67
16,173.05
17,50.58
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,9.15
7,111.67
8,256.17
9,387.38
10,487.98
11,546.83
12,579.7
13,543.75
14,463.52
15,346.5
16,204.15
17,64.05
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,10.58
7,115.33
8,264.67
9,397.92
10,498.6
11,559.83
12,573.33
13,539.45
14,461.25
15,346.45
16,208.45
17,67.77
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,13.73
7,130.3
8,278.48
9,413
10,513.15
11,574.65
12,577.95
13,547.58
14,470.4
15,355.62
16,215.25
17,76.83
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,16.02
7,136.17
8,285.73
9,421.4
10,526.05
11,583.8
12,584.88
13,561.23
14,489.27
15,376.17
16,236.02
17,92.85
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,18.6
7,140.52
8,286.25
9,415.83
10,513.45
11,570.4
12,581.62
13,542.42
14,457.05
15,337.02
16,200.38
17,74.12
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,21.3
7,148.67
8,297.83
9,428.65
10,533.1
11,592.23
12,619.02
13,590.33
14,513.35
15,395.58
16,249.02
17,101.55
18,0
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,27.65
7,165.17
8,316.85
9,451.25
10,552.67
11,611.8
12,614.08
13,577.7
14,496.4
15,377.7
16,233.05
17,86.3
18,3.83
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,25.4
7,151.95
8,298.23
9,427.52
10,527.48
11,586.48
12,598.85
13,566.05
14,489.6
15,375.77
16,235.8
17,90.88
18,4.55
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,24.45
7,135.38
8,272.05
9,406.7
10,502.15
11,553.77
12,584.05
13,537.48
14,449.73
15,329.3
16,192.95
17,72.27
18,4.45
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,25.98
7,134.7
8,282.85
9,405.35
10,509.5
11,580.45
12,579.3
13,546.17
14,468.33
15,352.17
16,223.45
17,77.5
18,5.42
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,28.52
7,142.73
8,279.92
9,409.45
10,508.98
11,542.8
12,548.27
13,508.7
14,428.2
15,316.05
16,188.52
17,70.25
18,5.25
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,26.2
7,129.88
8,260.83
9,409.08
10,522
11,589.45
12,605.9
13,572.95
14,492.73
15,373.08
16,231.77
17,92.98
18,7.55
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,45.95
7,180.12
8,320.27
9,444.12
10,531.2
11,588.08
12,565.25
13,537.92
14,463.98
15,351.42
16,216.5
17,85
18,7.73
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,40.02
7,160.92
8,305.2
9,426.27
10,519.42
11,563.83
12,583.45
13,532.52
14,461.15
15,352.9
16,227.75
17,98.3
18,9.48
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,46.85
7,177.33
8,323.2
9,454.27
10,532.15
11,585.92
12,609.88
13,581.52
14,478.98
15,405.1
16,266.2
17,119.85
18,12.38
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,64.7
7,210.02
8,361.48
9,492.55
10,581.75
11,613.45
12,633.9
13,582.25
14,522.88
15,403.52
16,260.4
17,113.98
18,12.15
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,47.62
7,160.4
8,301.77
9,436.27
10,542.77
11,607.92
12,575.9
13,550.15
14,479.95
15,361.27
16,227.73
17,100.77
18,12.62
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,82.73
7,231.55
8,383.73
9,514.92
10,612.62
11,667.52
12,649.33
13,614.3
14,527.77
15,412.55
16,273.45
17,125.92
18,16.23
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,95
7,246.38
8,401.5
9,531.38
10,625.77
11,690.42
12,698.7
13,662.62
14,580.58
15,460.4
16,312.73
17,153.6
18,21.83
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,0
6,87.05
7,225.7
8,373.77
9,503.17
10,599.95
11,656.33
12,644.75
13,612.4
14,535.95
15,422.27
16,282.38
17,134.6
18,19.55
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,3.3
6,74.77
7,228.42
8,389.92
9,530.83
10,637.4
11,698.12
12,703.58
13,672.7
14,591.9
15,471.95
16,325.02
17,166.35
18,28.15
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,5.48
6,101.73
7,260.1
8,416.2
9,548.55
10,644.33
11,696.42
12,689.95
13,645.62
14,562.62
15,447.5
16,306.3
17,157.25
18,27.35
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,6.65
6,107.38
7,264.35
8,416.25
9,541.3
10,635.27
11,685.25
12,692.62
13,642.48
14,551.67
15,431.67
16,291.27
17,143.6
18,25.48
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,7.38
6,105.85
7,259.27
8,416.77
9,551.08
10,651.15
11,705.17
12,697.15
13,655.38
14,567.38
15,446.75
16,299.67
17,146
18,25.8
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,6.33
6,74.35
7,198.2
8,336.42
9,467.12
10,566.12
11,620.85
12,622.75
13,577.75
14,503.7
15,394.7
16,262.48
17,130.02
18,26.17
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,10.6
6,121.3
7,280.75
8,436.15
9,568.9
10,667.02
11,693.08
12,717.4
13,681.3
14,599.27
15,479.27
16,331.45
17,173.33
18,36.23
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,8.23
6,81.73
7,200.38
8,334.17
9,455.85
10,555.85
11,627.83
12,652.83
13,610.17
14,520.38
15,391.45
16,254.23
17,123.55
18,26.58
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,14.02
6,125.67
7,281.65
8,440.65
9,573.6
10,671.05
11,726.38
12,723.98
13,685.8
14,602.42
15,482.77
16,337.42
17,181.52
18,43.58
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,17.23
6,139.33
7,296.77
8,448.65
9,578.35
10,673.12
11,725.65
12,704.67
13,670.77
14,587.58
15,462.9
16,314.27
17,168.77
18,44.5
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,20.2
6,147.2
7,307.4
8,461.12
9,592.58
10,688.65
11,743
12,735.02
13,695.42
14,612.17
15,491.77
16,344.5
17,186.8
18,48.95
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,21.4
6,147.38
7,304.6
8,455.88
9,584.67
10,679.35
11,732.17
12,701.7
13,662.02
14,579.9
15,459
16,320.58
17,171.98
18,46.6
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,21.25
6,139.95
7,293.85
8,444.75
9,573.45
10,667.75
11,718.48
12,700.33
13,670.45
14,591.95
15,474.2
16,328.27
17,175.58
18,48.42
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,19.33
6,114.58
7,251.75
8,398.27
9,526.92
10,623.58
11,679.15
12,707.7
13,671.65
14,591.73
15,473.05
16,329.17
17,178.33
18,51.8
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,23.75
6,134.15
7,282.25
8,429.23
9,554.75
10,645.98
11,695.92
12,684.8
13,651.25
14,572.27
15,454.33
16,311.58
17,166.08
18,50.62
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,26.75
6,141.48
7,289.45
8,438.7
9,569.9
10,622.23
11,705.58
12,702.05
13,687.1
14,615.52
15,501.52
16,361.02
17,208.23
18,70.73
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,35.75
6,169.25
7,327.6
8,479.38
9,608.77
10,703.77
11,728.95
12,728.38
13,682.3
14,615.2
15,446.8
16,293.48
17,187.58
18,75.02
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,38.52
6,170.15
7,323.45
8,469.62
9,592.25
10,680.3
11,728.6
12,715.73
13,666.73
14,590.7
15,500.75
16,373.52
17,227.73
18,90.08
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,48.05
6,190.25
7,353.77
8,509.85
9,638.6
10,732.25
11,783.67
12,778.4
13,739.1
14,657.55
15,538.6
16,393.02
17,234.83
18,92.1
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,52.92
6,195.67
7,354.95
8,505.35
9,633.3
10,727.6
11,780.4
12,782.75
13,744.52
14,661.1
15,540.75
16,393.23
17,233.45
18,92.85
19,0
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,56.12
6,200.08
7,361.83
8,514.02
9,643.17
10,737.83
11,790.35
12,791.23
13,752.9
14,671.62
15,553.83
16,332.2
17,250.52
18,96.9
19,5.2
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,66.15
6,214.67
7,376.95
8,530.05
9,658.1
10,751.75
11,802.45
12,803.23
13,764.8
14,683.48
15,565.58
16,420.4
17,260.75
18,104.65
19,6.42
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,70.05
6,216.42
7,377.08
8,527.23
9,653.25
10,743.65
11,793.12
12,789.65
13,740.42
14,658.17
15,545.38
16,407.27
17,250.25
18,99.02
19,6.4
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,72.42
6,216.88
7,377.23
8,526.88
9,652.55
10,743.98
11,738.35
12,789.05
13,748.38
14,616.17
15,481.27
16,378.67
17,219.6
18,95.52
19,6.45
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,64.85
6,197.83
7,354.45
8,502.8
9,630.58
10,723.12
11,773.25
12,764.95
13,723.1
14,637.77
15,517.3
16,372.42
17,219.27
18,81.95
19,6.08
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,48.48
6,151.6
7,289.95
8,428.88
9,534.65
10,624.75
11,665.38
12,684.75
13,645.3
14,561.33
15,444.8
16,310.25
17,176.3
18,66.08
19,6.15
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,59.88
6,173.85
7,311.42
8,445.02
9,560.8
10,648.55
11,704.2
12,765
13,729.8
14,649.83
15,533.98
16,391.23
17,237.88
18,96.92
19,6.85
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,0
5,83.52
6,214.42
7,366.77
8,507.7
9,629.52
10,716.67
11,763.23
12,778.75
13,732.98
14,655.8
15,537.52
16,392.95
17,238.05
18,95.95
19,9.23
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,3.5
5,70.62
6,205.65
7,360.85
8,507.88
9,628.3
10,713.08
11,770.27
12,772.08
13,729.77
14,644.92
15,520.17
16,368.23
17,212.83
18,82.83
19,8.9
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,3.8
5,61.25
6,184.77
7,340.67
8,492.77
9,619.4
10,709.27
11,769.3
12,793.48
13,758.88
14,677.77
15,559.55
16,413.98
17,256.52
18,107.12
19,11.92
20,0
21,0
22,0
23,0
0,0
1,0
2,0
3,0
4,4.23
5,62.83
6,176.98
7,322.55
8,470.62
9,594.52
10,680.65
11,724.08
