x, y
0.8797653270021445, 0.5955584975100863
3.95894397150965, 0.6628534483587172
6.744865269657517, 0.7200538793342454
9.237535933522517, 0.7671600984875687
11.583574568169311, 0.8075369457763881
13.929619914892879, 0.8479137930652075
16.568915895899313, 0.8714670566673182
19.208211876905747, 0.8916554803117278
21.700875828693974, 0.9051145320916336
24.486803838918615, 0.9152087439138384
27.56598248342612, 0.9219381157783424
32.11144114765505, 0.9320323276005472
35.923753089946494, 0.9387616994650512
199.12023467299784, 0.952220751244957
