x, y
0.5865079806425048, 0.6056527093322911
3.8123186543682177, 0.6695828202232211
9.824043914165022, 0.7873485221319785
14.369502578393952, 0.8580080048874124
17.88856388640253, 0.881561268489523
21.554257223629314, 0.9152087439138384
24.780054473201478, 0.9185732758206415
27.859233117708985, 0.9253029557360434
30.35191049365076, 0.9253029557360434
35.04398776294435, 0.9253029557360434
37.829915773168985, 0.9253029557360434
41.05571302274115, 0.9387616994650512
45.89442232125295, 0.9320323276005472
51.31964631248402, 0.9421265394227522
55.718472947494746, 0.945491379380453
60.11729958250547, 0.9421265394227522
62.903227592730104, 0.9488559112872561
68.91495285252691, 0.952220751244957
73.9002941802569, 0.9555855912026578
82.25806478677728, 0.945491379380453
86.80351002685266, 0.9488559112872561
91.4956007202998, 0.9488559112872561
98.38709130709876, 0.945491379380453
105.13196328883303, 0.952220751244957
199.2668532780625, 0.945491379380453
