x, y
0.7331400098607119, 0.612382389247693
2.6392959810064336, 0.6628534483587172
4.692083981370362, 0.7065948275543397
6.451614635374651, 0.7503365148008599
8.21114528937894, 0.7873485221319785
9.677418597023589, 0.8310902093784988
11.436949251027878, 0.8613728448451133
13.196479905032167, 0.9017496921339327
14.95601727111323, 0.9421265394227522
16.71554792511752, 0.9690443349316658
18.47507857912181, 1.009421182220485
20.234609233126097, 1.0430686576448007
22.28739052141325, 1.086810344891321
24.340171809700408, 1.1204576662901875
26.2463344929229, 1.1608345135790068
28.005865146927192, 1.1944818349778734
29.76539580093148, 1.2281293104021889
31.231675820652903, 1.2617766318010555
34.31085446516041, 1.3122476909120797
36.803518416948634, 1.355989224133151
39.149563763672205, 1.4030955973119232
41.64222771546043, 1.4434724446007428
44.28152369646686, 1.483849291889562
46.48093701397222, 1.5242261391783816
48.826982360695794, 1.561238300534949
50.73313161976474, 1.5915209360015636
52.63929430298724, 1.621803571468178
54.8387076204926, 1.6487213669770917
57.03812093799796, 1.6890982142659112
58.94428362122046, 1.7126514778680217
61.29031554379048, 1.7496634851991402
63.34311025623118, 1.7799461206657547
66.12902484230227, 1.8203229679545743
69.35483551602798, 1.8640646552010944
71.99413149703442, 1.901076662532213
74.34017684375799, 1.9347241379565285
76.97947282476441, 1.961641933465442
80.498534132773, 2.008748306644214
83.13783011377943, 2.039030942110829
86.21700875828694, 2.0726782635096956
89.88268867136017, 2.1029608989763102
93.84163264286983, 2.1366083744006255
96.92081128737733, 2.160161483977287
100.4398725953859, 2.183714593553949
103.07916857639233, 2.18707943351165
106.15834722089984, 2.1938088053761535
199.41347188312716, 2.2173620689782645
