x, y
0, 0.6056527093322911
3.6656866251500104, 0.6965006157321347
7.331379962376795, 0.7806191502674745
10.997066587526806, 0.8681022167096173
16.27566526161645, 0.9791385467538706
20.234609233126097, 1.0531628694670054
24.486803838918615, 1.1339165640446442
30.35191049365076, 1.2550471059111026
36.21700372422936, 1.3492598522686472
42.0821103789615, 1.4636608682451524
49.26686502419687, 1.5780618842216578
58.797651592002246, 1.7261103756224785
69.20820348680978, 1.8707940270655985
79.17888614226977, 2.0121129925764665
86.21700875828694, 2.0895020012218533
93.69501403780517, 2.14670258622283
99.99998993188483, 2.1904441194439017
107.1847445771202, 2.2005383312661064
114.80938188585664, 2.2072678571560593
124.1935364244438, 2.2072678571560593
132.8445710894006, 2.2106325430883116
141.20234169592098, 2.2173620689782645
150.7331416878799, 2.2106325430883116
199.12023467299784, 2.2207267549105163
